CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
01.570-1,09/07/1960,3º. Oficio de Quixada,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,QUIXADA,cartorioquixada3@hotmail.com,2024-07-04,CHRISTIAN CARMEN GOMES MACHADO,MARIA ANILDE FECHINE SARAIVA
01.571-9,04/12/1958,3º Oficio de Registro de Imóveis de Fortaleza,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,CE,FORTALEZA,torifortalezaadm@gmail.com,2024-07-26,SOLANGE DE CASTRO ALMEIDA,KARLA PATRÍCIA DE CASTRO ALMEIDA VIEIRA
01.573-5,09/08/1994,5º OFÍCIO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,CE,FORTALEZA,cri5@cri5fortaleza.com.br,1998-08-17,MONIQUE GURGEL DE SOUZA COELHO,MONIQUE GURGEL BARREIRA PORTO
01.574-3,12/08/1998,CARTORIO 3º OFICIO,Privatizada,Notas / Registro de Imóveis,Ativo,VAGO,22/03/2024,CE,SOBRAL,atendimento@3oficiosobral.com.br,2024-07-17,MARIA TERESA LIMA MARTINS DE SUAZO,WELLINGTON FLORÊNCIO DE PAIVA
01.575-0,15/09/1994,Cartório de Registro de Imóveis da 6ª Zona da Comarca de Fortaleza,Privatizada,Registro de Imóveis,Ativo,PROVIDO,02/08/2016,CE,FORTALEZA,juridico@cri6fortaleza.com,2024-08-05,FRANCISCO DE SALES ALCANTARA PASSOS,TAIS ALCâNTARA BRAGA
01.583-4,23/07/1940,CARIRÉ-CARTÓRIO DO 2º OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,08/09/2023,CE,CARIRE,cartorio_osmundo@hotmail.com,2024-01-22,ELANO RODNEY PEREIRA AGUIAR,-
01.584-2,09/06/1934,Cartório de Notas e Registros da Comarca de Umari,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,03/02/2022,CE,UMARI,serventiaumari.ce@gmail.com,2024-07-12,THIAGO DALFOVO,MARIA ÁUREA FERREIRA DOS SANTOS
01.586-7,19/12/1962,Cartório 1º Ofício de Notas e de Registro de Arneiroz-CE,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,22/10/2024,CE,ARNEIROZ,cartorioarneiroz@hotmail.com,2024-10-16,STENIO ARRAIS ALBUQUERQUE,-
01.587-5,18/05/1935,CARTORIO CATUNDA,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,22/03/2022,CE,CATUNDA,cartoriocatunda@gmail.com,2022-03-14,MARIA CECÍLIA PINHEIRO NOGUEIRA CASTELO BRANCO,NADYELLE ARAúJO AQUINO
01.590-9,28/10/1939,CARTÓRIO  ALMEIDA CAMPOS,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,23/11/2022,CE,UBAJARA,cartoriowaldeck@hotmal.com,2022-04-14,EDUARDO SOARES LINS DE CARVALHO,-
01.592-5,01/02/1891,Ofício de Notas e Registros de Amontada,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,AMONTADA,contato@cartoriorolimce.com.br,2024-07-09,ROBERTA ALEXANDRA ROLIM MARKAN,ALEXANDRA JACKELINE MOURA ROLIM SILVA
01.593-3,01/11/1890,CARTÓRIO MOREIRA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,FARIAS BRITO,cartorio1fariasbritoce@hotmail.com,2024-04-11,DAGOBERTO MOREIRA DE FIGUEIREDO,-
01.594-1,01/01/1937,cartorio 1º oficio,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,30/01/2026,CE,PEREIRO,pereirooficionotaseregistro@gmail.com,-,TAYSA RODRIGUES DE ALMEIDA CAVALCANTE,-
01.598-2,10/10/1934,CARTÓRIO DO 2º OFÍCIO DE REGISTRO DE IMÓVEIS (CARTÓRIO CARIRI),Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,04/07/2024,CE,CARIRIACU,cartoriocariri.ce@gmail.com,2024-07-10,LEONARDO RODRIGO SIQUEIRA DA FONSECA,-
01.599-0,14/11/1974,CARTÓRIO 2ª OFÍCIO REG. IMÓVEIS,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,MULUNGU,cartoriomatiasdeoliveira@hotmail.com,2024-04-19,MARIA EUZA MATIAS DE OLIVEIRA,ISABEL CRISTINA MATIAS DE OLIVEIRA
01.600-6,23/02/1989,CARTÓRIO 2° OFÍCIO - REGISTRO DE IMÓVEIS,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,MARTINOPOLE,cart.dede@hotmail.com,1993-08-05,JOSÉ ALBUQUERQUE SAMPAIO PEREIRA,-
01.601-4,04/05/1916,CARTÓRIO 2° OFÍCIO- REGISTRO DE IMÓVEIS,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,22/03/2024,CE,GRANJA,cartoriogranja@gmail.com,2024-03-18,PRISCILA SILVA ARAGAO,-
01.603-0,20/07/1973,CARTORIO CAMPOS,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,03/10/2010,CE,MUCAMBO,campos_campos@hotmail.com,2024-08-01,FRANCISCA HÉLIA CAMPOS GUIMARÃES,ANTONIA RIBEIRO PARENTE
01.606-3,17/05/1985,Cartorio 2º Oficio - Cartorio Gloria,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,BELA CRUZ,cartoriogloria2@gmail.com,1985-06-12,ANA GLORIA ALBUQUERQUE DE OLIVEIRA,-
01.608-9,20/01/1889,Serventia Extrajudicial do 2º Ofício de Assaré,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,ASSARE,CARTORIOSEGUNDODEASSARE@GMAIL.COM,2024-07-15,ROSANGELICA CASTELO BRANCO CAMPOS NORONHA,-
01.609-7,05/03/1941,CARTORIO 2º OFICIO JAGUARETAMA,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,JAGUARETAMA,cartoriopinheiroc@hotmail.com,2024-07-31,FRANCIJAIME PINHEIRO COSTA,-
01.610-5,23/09/1931,CARTÓRIO CARVALHO SANTANA 2º OFICIO REGISTRO DE IMÓVEIS,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/08/2016,CE,NOVA RUSSAS,cartoriocsantana@gmail.com,2024-04-17,FREDERICO HEBERTH CARVALHO DE SANTANA,HUMBERTO CARVALHO DE SANTANA
01.611-3,10/08/1931,Cartório 2º Ofício de Cedro-Ceará- NOTAS E REGISTROS,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,CEDRO,franciscaesmeraldinabezerra@hotmail.com,2024-07-10,FRANCISCA ESMERALDINA BEZERRA,DARCíLIO DUTRA DE MELO
01.612-1,04/08/1998,CARTORIO 5º OFICIO DE JUAZEIRO DO NORTE,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,JUAZEIRO DO NORTE,cartorio@cartoriopadrecicero.com.br,2024-07-12,CARLOS THADEU DE QUEIROZ ROCHA,DANIELLE CARVALHO DE QUEIROZ ROCHA
01.614-7,14/05/1970,CARTÓRIO ALEXANDRE GONDIM (2º OFÍCIO),Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,ARACATI,cartorioalexandregondim@gmail.com,2024-07-11,ANTONIO KLEBER ALEXANDRE GONDIM,NEWTON GURGEL PINTO NETO
01.615-4,01/08/1998,Cartório Almeida 3º. Ofício,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,CANINDE,cartorioalmeidacan@hotmail.com,2024-08-05,JúLIO EDUARDO LIMA DE ALMEIDA,CAIO MAGNI ALMEIDA
01.620-4,18/10/1991,CARTORIO ANDRADE - 2º OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,PALMACIA,dirandrade@terra.com.br,2024-07-05,DIRCEU FERREIRA DE ANDRADE,MARIA LAYANA VITOR DE SOUSA
01.621-2,09/12/1929,Segundo Ofício de Camocim,Privatizada,Notas / Protesto de Títulos / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,CAMOCIM,cartoriocamocim@gmail.com,2024-07-15,MANUELLA CARDOSO BEZERRA VIEIRA,-
01.623-8,20/10/1875,CARTORIO ARAGAO - 2 OFICIO,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,IPU,cartorioaragaoipu@hotmail.com,2024-07-03,FRANCISCO MAGELA ARAGAO XIMENES,FRANCISCO FREITAS MARTINS NETO
01.625-3,25/05/1995,CARTORIO OFÍCIO DE NOTAS E REGISTROS DA COMARCA DE MADALENA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,MADALENA,assisbezerra61@hotmail.com,2024-03-22,FRANCISCO DE ASSIS BEZERRA DA SILVA,-
01.626-1,17/11/1888,CARTÓRIO BENTO FILHO,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,IPUEIRAS,cartoriobentofilho@yahoo.com.br,2024-07-26,FERNANDO ANTONIO FONTENELE,KARLA MOREIRA FONTENELE
01.633-7,12/12/1941,RERIUTABA CARTORIO DO SEGUNDO OFICIO,Oficializada,Notas / Protesto de Títulos / Registro de Contratos Marítimos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,RERIUTABA,cbp2oficio@gmail.com,2024-08-02,FRANCISCO ALDO FERREIRA DE ARAÚJO,DANNIEL ARAÚJO PONTES
01.635-2,06/10/1899,RIB Itapajé - 2º Ofício - Registro de Imóveis Brasil,Oficializada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,03/02/2025,CE,ITAPAGE,ribitapaje@gmail.com,2025-01-22,CARLOS HENRIQUE MOTA SOUSA,EVA SUHELEM FIMINELO BRAGA
01.637-8,09/02/1953,Cartório Pinheiro -2º. Ofício,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,IPAUMIRIM,cartoriopinheiro2ipaumirim@hotmail.com,2021-05-13,THOMAZ DE OLIVEIRA PINHEIRO,MARIA SIMONE DE SOUZA
01.641-0,16/11/1998,CARTÓRIO CAVALCANTE 3° OFÍCIO,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,CRATEUS,cart3cavalcante@hotmail.com,2024-07-04,SILVANIA BARRETO CAVALCANTE,-
01.646-9,14/12/2011,Cartório de 1º e 2º Óficio,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/08/2016,CE,CARIUS,cartorioalexander@hotmail.com,2024-05-15,ALEXANDER MOTA PINHEIRO,-
01.647-7,15/08/1898,Cartório de Ofício Único de Notas e Registros Públicos Carlos Pereira,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,GUAIUBA,cartoriocpereira@gmail.com,2024-04-12,ANTÔNIA LINDALVA PEREIRA FEITOSA,KARINY PEREIRA FEITOSA
01.650-1,15/10/1991,Cartório Samuel Boyadjian,Oficializada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,11/11/2025,CE,PARAMOTI,cartoriosb@gmail.com,-,JOÃO BATISTA APRíGIO OLIVEIRA,-
01.652-7,11/08/1998,Cartório de Pacoti,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,PACOTI,cartoriopacoti@yahoo.com.br,1998-08-11,LÍLIA MARTINS GIRÃO,-
01.653-5,16/09/1908,"CARTORIO DE REGISTRO CIVIL DE PESSOAS NATURAIS, PROTESTO , REGISTRO DE IMÓVEIS, REGISTRO DE TITULOS E DOCUMENTOS  E CIVIL DAS PESSOAS JURIDICAS E NOTAS",Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,21/11/2010,CE,ACARAPÉ,cartorioacarape@gmail.com,2024-07-10,SILVANIRA LOPES ROCHA,EDUARDO ALVES PONTES
01.654-3,28/06/1945,CARTORIO DE NOTAS E REGISTRO CIVIL DE ABAIARA,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,ABAIARA,cartorio1oficiomlucena@gmail.com,2024-07-12,MARIA HELENA MORAIS DE LUCENA,-
01.656-8,03/09/1925,CARTÓRIO DE NOTAS E REGISTROS,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PENDÊNCIA JUDICIAL CAPAZ DE AFASTAR A ANÁLISE DO CASO PELO CNJ.,29/08/2011,CE,QUITERIANOPOLIS,jfc.cartorio@gmail.com,2024-07-08,JOAQUIM FRANCISCO CAVALCANTE,CLAUDIA VIRGINIA ALVES CAVALCANTE
01.657-6,17/11/1888,CARTORIO DE NOTAS E REGISTROS DE GUARAMIRANGA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,GUARAMIRANGA,cartorioalmeida2010@yahoo.com.br,2024-08-08,MARIA VIOLETA BATISTA DE ALMEIDA,CIRA TERESINHA MAIA PIMENTA
01.658-4,28/04/1989,Cartório de Notas e Registros Públicos,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,URUOCA,cartoriouruoca@gmail.com,1989-05-10,LIDUINA DA SILVEIRA ROCHA RODRIGUES,-
01.659-2,27/12/1983,Cartório Pires Ferreira,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,BAIXIO,gipf_5@hotmail.com,2024-08-07,GLóRIA ISABEL PIRES FERREIRA,MARIA DO SOCORRO PEREIRA
01.660-0,09/04/1992,CARTÓRIO DE NOTAS E REGISTROS PÚBLICOS 2.º OFÍCIO,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,POTENGI,cartorionunesalencar@hotmail.com,1992-04-13,JUCÉLIO NUNES DE ALENCAR,CÍCERA ROBERTA DE SOUSA PEREIRA DA CUNHA
01.661-8,10/06/1991,CARTORIO DE NOTAS E REGISTROS PÚBLICOS DE SALITRE-CE,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,30/07/2024,CE,SALITRE,cartoriosa@yahoo.com.br,2024-07-16,DANIELI DE ABREU MACHADO,MARIA LUCIA LEITE DINIZ
01.662-6,26/01/1889,CARTÓRIO ARATUBA,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,02/02/2021,CE,ARATUBA,cartorio.aratuba@gmail.com,2020-03-16,AQUILINO PETROLA OLINDA,-
01.664-2,13/06/1986,CARTÓRIO OFÍCIO DE NOTAS E REGISTROS,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,19/08/2024,CE,SAO JOAO DO JAGUARIBE,cartorio-sj@hotmail.com,2024-08-16,RAFAEL PAIVA LINS,GEYSIANNY MARLEY DE LIMA
01.665-9,01/06/1998,CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,MILHA,agessimar@hotmail.com,1998-05-26,ANTÔNIO GESSIMAR PINHEIRO,GESSIMEYRE LEITE PINHEIRO
01.666-7,30/12/1922,CARTÓRIO DE OFÍCIO DE NOTAS E DE REGISTROS - CONR,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,GROAIRAS,fcoverlene@gmail.com,2024-03-03,FRANCISCO VERLENE MOREIRA AZEVEDO,-
01.667-5,09/04/1976,Cartório de Ofício Notas e Registro,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,31/08/2021,CE,DEPUTADO IRAPUAN PINHEIRO,cartorioirapuan@hotmail.com,"1976-04-09, 2024-07-25",JOSE IZECIAS DE OLIVEIRA,ANTONIA KÉZIA GONÇALVES DA SILVA
01.668-3,24/09/1922,"CARTORIO DE OFICIO, NOTAS E REGISTRO DE TEJUÇUOCA",Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,26/05/2025,CE,TEJUCUOCA,cartorio.tejussuoca@gmail.com,1969-10-01,ANTÔNIA SANIELE CARLOS MESQUITA,-
01.669-1,06/01/1931,"Cartório de Ofício, Notas e Registros de Alcântaras",Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,24/02/2026,CE,ALCÂNTARAS,cartorioalcantaras@hotmail.com,-,DANIEL MATOS FALCAO DE ANDRADE,-
01.670-9,23/03/1922,CARTORIO DE OFICIOS DE NOTAS DE REGISTRO DE SENADOR SÁ,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,SENADOR SA,cartorio.senadorsa@bol.com.br,2024-07-18,MARIA DO LIVRAMENTO ROGERIO,KAIO FERNANDO DE FRANÇA INÁCIO
01.671-7,16/05/1994,CARTÓRIO DE NOTAS E DE REGISTROS DE MERUOCA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,17/05/2024,CE,MERUOCA,ameliacartorio@hotmail.com,2024-07-23,AMÉLIA GUIMARÃES DE CARVALHO,MARLENE GOMES GERTRUDES
01.672-5,14/01/1935,CARTÓRIO AGENOR STUDART,Oficializada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,26/01/2021,CE,PINDORETAMA,cartorioagenorstudart@gmail.com,2024-07-25,LUMA STUDART FONTENELE GAZZINEO,BRUNO CARNEIRO NORONHA
01.673-3,18/03/1930,CARTÓRIO DE OFÍCIO DE NOTAS E REGISTROS DA COMARCA VINCULADA DE ITAIÇABA/CE,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,29/01/2021,CE,ITAICABA,cartorioitaicaba@gmail.com,2024-01-06,FÁBIA SOARES GONDIM,HULGUETE FIDELIS DE SOUSA
01.674-1,20/03/1934,CARTORIO DE OFICO DE NOTAS E DE REGISTROS,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,ARACOIABA,cartoriobrasileiropontes@hotmail.com,1979-03-20,REGINA CELY BRASILEIRO PONTES,FRANCISCA NEIDE  SILVA FRANÇA
01.722-8,10/11/1920,CARTÓRIO DO 2º OFÍCIO DE CANINDÉ,Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,11/09/2025,CE,CANINDE,segundooficiocaninde@gmail.com,-,MARIA HíRVINA UCHôA DA SILVA,-
01.723-6,26/12/1990,"Cartório Ibaretama 2º Oficio Registro de Imoveis, Notas e Documentos",Privatizada,Notas / Protesto de Títulos / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,29/01/2021,CE,IBARETAMA,2oficioibaretama@gmail.com,2024-07-03,NATALIA ALENCAR MEIRA,-
01.724-4,14/08/1973,CARTÓRIO DE REGISTRO DE IMOVEIS DE ITAPIÚNA,Privatizada,Notas / Protesto de Títulos / Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Contratos Marítimos / Registro de Distribuição / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,CE,ITAPIUNA,cartorioflaviomenezesitapiuna@hotmail.com,2024-07-02,FRANCISCO FLÁVIO DE MENEZES,-
